shipping_date,seller_name,buyer_name,buyer_address,buyer_city,buyer_zipcode,kode_resi
2022-01-31,Putra Jaya 88,Christiana Halim,Jl Mampang Prapatan Raya 18,Jakarta Pusat,17224,625–2022-01-29–2022-01-31–63–13
2022-01-31,Putra Jaya 88,Muhammad Alatas,Jl Psr Blauran Baru C/3,Kota Pasuruan,16687,270–2022-01-28–2022-01-31–127–13
2022-01-31,MR12 Office,Christian Nainggolan,Jl Raya Ciracas 4,Jakarta Pusat,15285,606–2022-01-29–2022-01-31–59–103
2022-01-31,Electron,Elvira Pudjiwati,Jl Raya Pasar Minggu Bl B/12,Jakarta Pusat,16563,50–2022-01-30–2022-01-31–95–73
2022-01-31,Citra Selaras Supliyer,Daswi Rayawang,Jl Sunan Giri 1 RT 012/15,Jakarta Pusat,17037,129–2022-01-30–2022-01-31–79–97
2022-01-31,DELTONS Official Store,Johan T. Gilbert,Jl Pluit Mas Raya VI A Bl G/9,Jakarta Barat,16577,315–2022-01-30–2022-01-31–119–94
2022-01-31,PT Harmoni Danatek Solusindo,Jenny Elisabeth RG,Jl P Tubagus Angke 11 K-L,Jakarta Barat,15906,621–2022-01-29–2022-01-31–115–57
2022-01-31,Raja Stationery,Darwin Silalahi,Jl Banyumanik Raya 77,Kota Solo,17056,325–2022-01-30–2022-01-31–76–67
2022-01-31,PINZY Official Store,Darwin Leo,Jl Cikini Raya 8,Jakarta Pusat,16509,84–2022-01-30–2022-01-31–75–11
2022-01-31,web komputindo,Efendi Boedhiman,Jl Pejaten Brt 10 A,Jakarta Selatan,16965,525–2022-01-30–2022-01-31–86–102
2022-01-31,Deli office automative,David Kristian,Jl Gedeh 30-A,Sumatera Utara,15313,74–2022-01-29–2022-01-31–81–64
2022-01-31,Lalulaku,Betty Ang,Jl Kakap III 25,Jakarta Selatan,17260,190–2022-01-29–2022-01-31–45–6
2022-01-31,T & W,Andreas Andikha Bunanta,Jl Mampang Prapatan Raya 106 Plaza Basmar,Jakarta Selatan,16591,559–2022-01-29–2022-01-31–23–53
2022-02-01,Maslinda Store,Effendy Husin,Jl Ampera Raya Kav I/5 Ged Satmarindo Lt 2,Jakarta Pusat,16277,378–2022-01-29–2022-02-01–87–79
2022-02-01,L'Oreal Paris Official Store,Johan Arifkaja Adi Lesmana,Jl Kertanegara 4,Jakarta Barat,16588,381–2022-01-31–2022-02-01–117–242
2022-02-01,YLV Smart Home,Darwin Silalahi,Jl Banyumanik Raya 77,Kota Solo,17056,629–2022-01-31–2022-02-01–76–95
2022-02-01,DBR Premium,Bimo Pramudyo Soekarno,Jl Mutiara I 10,Jakarta Pusat,16667,220–2022-01-29–2022-02-01–47–100
2022-02-01,officeXpres,Bayu Virgan Triyatno,Jl Kota Denpasarkpapan 29-31,Jakarta Selatan,15536,148–2022-01-29–2022-02-01–27–96
2022-02-01,House of Smith Official,Evi Yulisma Harahap,Jl Kerinci 19,Jakarta Pusat,16526,102–2022-01-30–2022-02-01–104–118
2022-02-01,Garaf Official,Johan T. Gilbert,Jl Pluit Mas Raya VI A Bl G/9,Jakarta Barat,16577,552–2022-01-29–2022-02-01–119–144
2022-02-01,lbagstore,Darwin Silalahi,Jl Banyumanik Raya 77,Kota Solo,17056,263–2022-01-29–2022-02-01–76–10
2022-02-01,Meliyana,Bayu Irianto,Jl Soka 24,Kota Bandung,16999,551–2022-01-29–2022-02-01–25–40
2022-02-01,DBR Premium,Bobby Iman Satrio,Jl Kom L Yos Sudarso 27,Jakarta Pusat,15391,117–2022-01-31–2022-02-01–55–100
2022-02-01,officeXpres,Benny Tjokrosapoetro,Jl Cideng Tmr 38,Jakarta Selatan,15744,118–2022-01-30–2022-02-01–41–96
2022-02-01,KremlinOfficial,Darmo Suwito Barwin,Jl Jelambar Ilir 2,Jakarta Pusat,15353,204–2022-01-30–2022-02-01–73–122
2022-02-01,DBR Premium,Execorp Limited,Jl Raden Saleh Ruko Metro Permata Bl A-2/33,Jakarta Pusat,15758,98–2022-01-29–2022-02-01–107–100
2022-02-01,Livehaf Official,Amaluddin Djambak,Jl Raya Kosambi 8,Jakarta Barat,15683,660–2022-01-29–2022-02-01–8–123
2022-02-01,TJJ shop,Eko Budianto,Jl Raden Saleh 1 B-D,Jakarta Pusat,16110,653–2022-01-29–2022-02-01–91–2
2022-02-01,keely acc,Darjoto Setyawan,Jl Stasiun 30 Kel Tanjung Gusta,Sumatera Utara,17130,26–2022-01-31–2022-02-01–67–26
2022-02-01,Human Greatness Labs,Darmawansjah Setiawan,Jl Raya Bekasi Km 25/95,Jakarta Pusat,16825,306–2022-01-31–2022-02-01–70–131
2022-02-01,desiree,Darminto,Jl Sukanagara 21,Kota Bandung,16297,681–2022-01-31–2022-02-01–71–196
2022-02-01,Deli office automative,Benny Setiawan,Jl CiKota Denpasargo 225,Jakarta Selatan,16697,508–2022-01-29–2022-02-01–39–64
2022-02-01,AUTOVENTI Official Store,Beata Ida Hartono,Jl Tj Batu 21 J/11,Kota Pasuruan,16975,637–2022-01-30–2022-02-01–28–105
2022-02-01,HOOLIGANS,Belinda Natalia Tanoko,Jl Kutisari Raya 12,Kota Pasuruan,16899,261–2022-01-31–2022-02-01–31–156
2022-02-01,Quantum Home Appliances,Hioe Isenta and Ivy Lianawati,Jl Raya Alternatif Cibubur 23,Jakarta Pusat,17067,218–2022-01-29–2022-02-01–110–18
2022-02-01,HNA-houseware,JENNY WIDJAJA,Jl Hayam Wuruk 120,Jakarta Barat,15841,253–2022-01-29–2022-02-01–116–50
2022-02-02,Sangkilco,Christanto Santoso,JL. Kesehatan No. 3,Kota Sorong,17104,1767–2022-02-01–2022-02-02–56–117
2022-02-02,INTI MEDIKA STORE,Darwin Soegiatto,Jl Industri XXIV 988-989,Kota Solo,15213,1599–2022-02-01–2022-02-02–77–282
2022-02-02,vesper,Darwin Leo,Jl Cikini Raya 8,Jakarta Pusat,16509,39–2022-01-30–2022-02-02–75–21
2022-02-02,lattina_shop,Muddai Madang,Jl Nibung Raya 129,Sumatera Utara,16421,1057–2022-02-01–2022-02-02–123–184
2022-02-02,YLV Smart Home,Benjamin Subrata,Jl Empu Sendok 30,Jakarta Selatan,16045,82–2022-01-31–2022-02-02–36–95
2022-02-02,Deli Stationery,Emi Sukiati Lasimon,Jl Letjen Haryono MT Kav 62 Wisma Korindo,Jakarta Pusat,16450,501–2022-01-30–2022-02-02–96–56
2022-02-02,TheStore Collection,Evie Raviana,Jl Tmn Duta Mas Bl B-4/2,Jakarta Pusat,15274,224–2022-01-31–2022-02-02–105–141
2022-02-02,TOKO BESI TIMUR JAYA,Evi Yulisma Harahap,Jl Kerinci 19,Jakarta Pusat,16526,36–2022-01-30–2022-02-02–104–17
2022-02-02,Apotek Sami Sehat Delanggu,Jenny Elisabeth RG,Jl P Tubagus Angke 11 K-L,Jakarta Barat,15906,855–2022-02-01–2022-02-02–115–306
2022-02-02,ind_jaket999,Darmansjah Darsono,Jl Bantir 10 50651,Kota Solo,15323,1386–2022-02-01–2022-02-02–69–147
2022-02-02,keely acc,Efendi Boedhiman,Jl Pejaten Brt 10 A,Jakarta Selatan,16965,491–2022-01-31–2022-02-02–86–26
2022-02-02,Satu Elektronik,Johan T. Gilbert,Jl Pluit Mas Raya VI A Bl G/9,Jakarta Barat,16577,480–2022-01-30–2022-02-02–119–25
2022-02-02,DELTONS Official Store,Belinda Natalia Tanoko,Jl Kutisari Raya 12,Kota Pasuruan,16899,576–2022-01-30–2022-02-02–31–94
2022-02-02,ACE Indonesia,Evi Hamdani,Jl Senen Raya Proy Senen Bl IV P-4/11,Jakarta Pusat,16417,574–2022-01-31–2022-02-02–102–98
2022-02-02,T & W,Andang Bachtiar,Jl Kedoya Akasia V Bl B/6 RT 006/04,Jakarta Utara,15394,682–2022-01-31–2022-02-02–12–53
2022-02-02,KremlinOfficial,Elsa Djauhari,Jl Ngagel Tirtosari 19,Kota Pasuruan,16072,1592–2022-02-01–2022-02-02–92–122
2022-02-02,UTAMA_ELECTRONIC,Bayu Irianto,Jl Soka 24,Kota Bandung,16999,1411–2022-02-01–2022-02-02–25–12
2022-02-02,Lalulaku,Evi Hamdani,Jl Senen Raya Proy Senen Bl IV P-4/11,Jakarta Pusat,16417,173–2022-01-30–2022-02-02–102–6
2022-02-02,AppShoppe,Efendi Boedhiman,Jl Pejaten Brt 10 A,Jakarta Selatan,16965,1559–2022-02-01–2022-02-02–86–90
2022-02-02,Electron,David Kristian,Jl Gedeh 30-A,Sumatera Utara,15313,1538–2022-02-01–2022-02-02–81–73
2022-02-02,Mother of Pearl by Tasya Farasya,Muhammad Agus,Jl Balai Rakyat 3 RT 001/01,Jakarta Selatan,16710,749–2022-02-01–2022-02-02–125–239
2022-02-02,Belanja Elektronik,Bayu Virgan Triyatno,Jl Kota Denpasarkpapan 29-31,Jakarta Selatan,15536,907–2022-02-01–2022-02-02–27–8
2022-02-02,Moxie Inconspiracy,Johan Tandean,Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12,Jakarta Barat,15719,752–2022-02-01–2022-02-02–120–136
2022-02-02,DPRINCE,Bob Yanuar,Jl Percetakan Negara II 24,Jakarta Pusat,16675,202–2022-01-30–2022-02-02–53–22
2022-02-02,Apotek Trijaya Kemayoran,Irwan Hermanto,Jl Albaido I 29-30,Jakarta Barat,15246,1244–2022-02-01–2022-02-02–113–278
2022-02-02,msmo,Elvina Jonas Jahja,Jl Kayu Putih 7 A 8 Pulo Gadung,Jakarta Pusat,17050,284–2022-01-31–2022-02-02–94–129
2022-02-02,Sanhatcollection,Eka Sinto Kasih Tjia,Jl Sri Tanjung Pd Wage Indah F/17-19,Kota Pasuruan,15430,1387–2022-02-01–2022-02-02–90–151
2022-02-02,Central_Distro,Evi Hamdani,Jl Senen Raya Proy Senen Bl IV P-4/11,Jakarta Pusat,16417,534–2022-01-30–2022-02-02–102–128
2022-02-02,ArEr fashion,Alwijaya Aw,Jl Laks L RE Martadinata 279,Jakarta Barat,16844,181–2022-01-31–2022-02-02–5–133
2022-02-02,Tunas Jaya Indotama,Beny Haryanto,Jl Karbela Brt 9 RT 004/04,Jakarta Selatan,17216,530–2022-01-31–2022-02-02–42–111
2022-02-02,Agenjaketbandung,Jenny Elisabeth RG,Jl P Tubagus Angke 11 K-L,Jakarta Barat,15906,1063–2022-02-01–2022-02-02–115–125
2022-02-02,DENPOO OFFICIAL STORE,Christian Leuchtenberg,Jl Puri Agung Mal Puri Indah Unit IU/1 C,Jakarta Pusat,17209,512–2022-01-31–2022-02-02–58–39
2022-02-02,msmo,Evert Jimmy Lengkong,Jl Jend Urip Sumohardjo 31 E,Jakarta Pusat,17061,376–2022-01-30–2022-02-02–101–129
2022-02-02,happymartonline,Isenta Hioe,Jl Mandiri 9,Jakarta Barat,17224,140–2022-01-30–2022-02-02–114–9
2022-02-03,Human Greatness Labs,Elvina Jonas Jahja,Jl Kayu Putih 7 A 8 Pulo Gadung,Jakarta Pusat,17050,145–2022-01-31–2022-02-03–94–131
2022-02-03,lattina_shop,Benny Tjokrosapoetro,Jl Cideng Tmr 38,Jakarta Selatan,15744,1164–2022-02-01–2022-02-03–41–184
2022-02-03,lbagstore,Alwijaya Aw,Jl Laks L RE Martadinata 279,Jakarta Barat,16844,86–2022-01-31–2022-02-03–5–10
2022-02-03,Deli Stationery,Beata Ida Hartono,Jl Tj Batu 21 J/11,Kota Pasuruan,16975,297–2022-01-31–2022-02-03–28–56
2022-02-03,Belanja Elektronik,Darmadi Karjanto Putro,Jl Pinangsia III/15,Jakarta Pusat,17167,399–2022-01-31–2022-02-03–68–8
2022-02-03,Lalulaku,Christian Sugiarto,Jl Cikini Raya 90 Hias Rias Plaza,Jakarta Pusat,15190,414–2022-01-31–2022-02-03–62–6
2022-02-03,Kastil Drakula,Bengt Carl Gustav Thornberg,Jl Arteri Mangga Dua Raya Pus Perdag Psr Pagi Mangga Dua Bl B/132,Jakarta Selatan,16702,535–2022-01-31–2022-02-03–35–84
2022-02-03,PT Harmoni Danatek Solusindo,Mugijanto Sugijono,Jl Dahlia Bl E/6 Kompl Tmn Modern,Jakarta Selatan,15432,686–2022-01-31–2022-02-03–124–57
2022-02-03,YOU Beauty Official,Bernie Prajoga,Jl Casa 2,Kota Bandung,16858,1768–2022-02-02–2022-02-03–44–225
2022-02-03,Tunas Jaya Indotama,Emil Abeng,Jl Kutisari Raya 12,Kota Pasuruan,16049,1674–2022-02-02–2022-02-03–97–111
2022-02-03,MR12 Office,Bintoro Wong,Jl Talang Ujung 40 D,Jakarta Pusat,15341,793–2022-02-01–2022-02-03–50–103
2022-02-03,SORU Indonesia,Darwin Silalahi,Jl Banyumanik Raya 77,Kota Solo,17056,820–2022-02-01–2022-02-03–76–3
2022-02-03,Starco Official Store,Mugijanto Sugijono,Jl Dahlia Bl E/6 Kompl Tmn Modern,Jakarta Selatan,15432,833–2022-02-02–2022-02-03–124–7
2022-02-03,House of Smith Official,Evi Hamdani,Jl Senen Raya Proy Senen Bl IV P-4/11,Jakarta Pusat,16417,1619–2022-02-01–2022-02-03–102–118
2022-02-03,Kasirco,Evi Wikarsa,Jl Dewi Sartika 357 C,Jakarta Pusat,15415,10–2022-01-31–2022-02-03–103–75
2022-02-03,USFA-STORE,Amalia,Jl Paseban 3 C,Jakarta Barat,16456,1577–2022-02-02–2022-02-03–6–126
2022-02-03,Rumix,Darmoseputro,Jl Asia Afrika Plaza Senayan,Jakarta Pusat,15472,884–2022-02-01–2022-02-03–74–63
2022-02-03,Make Over Official Shop,Christian Parlaungan Mulyanto,Jl Cipaku I 43,Jakarta Pusat,16393,909–2022-02-01–2022-02-03–60–224
2022-02-03,GMF2015,Hioe Isenta,Jl Pekayon 4,Jakarta Barat,16966,910–2022-02-01–2022-02-03–109–163
2022-02-03,ecinos,Elvina Jonas Jahja,Jl Kayu Putih 7 A 8 Pulo Gadung,Jakarta Pusat,17050,912–2022-02-02–2022-02-03–94–193
2022-02-03,Apotek Aulia Bekasi Utara,Emily Waty Setiawan,Jl Lautze 87,Jakarta Pusat,17176,1533–2022-02-01–2022-02-03–99–289
2022-02-03,naomystore,Bernadette Ruth Irawati,Jl Rempoa Raya 45,Jakarta Selatan,16145,922–2022-02-02–2022-02-03–43–149
2022-02-03,HNA-houseware,Bengt Carl Gustav Thornberg,Jl Arteri Mangga Dua Raya Pus Perdag Psr Pagi Mangga Dua Bl B/132,Jakarta Selatan,16702,1002–2022-02-02–2022-02-03–35–50
2022-02-03,j--fashion,Andi Gunawan Wibowo,Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan,Jakarta Utara,16276,1397–2022-02-02–2022-02-03–15–217
2022-02-03,Toko obat palembang,Effendy Husin,Jl Ampera Raya Kav I/5 Ged Satmarindo Lt 2,Jakarta Pusat,16277,1357–2022-02-02–2022-02-03–87–267
2022-02-03,Apotek Century Kuningan City,Christian Nainggolan,Jl Raya Ciracas 4,Jakarta Pusat,15285,1119–2022-02-01–2022-02-03–59–268
2022-02-04,Mother of Pearl by Tasya Farasya,BELLYANAWATY BUDIMAN,Jl Pangkalan,Jakarta Selatan,15508,1103–2022-02-02–2022-02-04–32–239
2022-02-04,Havillastore,Christiana Halim,Jl Mampang Prapatan Raya 18,Jakarta Pusat,17224,768–2022-02-03–2022-02-04–63–258
2022-02-04,Ghani Bandung,BELLYANAWATY BUDIMAN,Jl Pangkalan,Jakarta Selatan,15508,1554–2022-02-02–2022-02-04–32–158
2022-02-04,AnR-Shop,Ben Morice,Jl Kembang Indah Utama Bl J-2 A/16-17,Jakarta Selatan,15951,753–2022-02-01–2022-02-04–33–170
2022-02-04,look180,Bernadette Ruth Irawati,Jl Rempoa Raya 45,Jakarta Selatan,16145,1495–2022-02-01–2022-02-04–43–172
2022-02-04,lbagstore,Christian Leuchtenberg,Jl Puri Agung Mal Puri Indah Unit IU/1 C,Jakarta Pusat,17209,1719–2022-02-01–2022-02-04–58–10
2022-02-04,HNA-houseware,Darwin Sutanto,Jl Cilincing Raya 43 A,Jakarta Pusat,17010,1744–2022-02-02–2022-02-04–78–50
2022-02-04,zero plus,Bing Gondosubroto,Jl Prof Dr Latumeten 23,Jakarta Pusat,16339,1049–2022-02-03–2022-02-04–49–69
2022-02-04,Menjual Serba Ada,Bob Yanuar,Jl Percetakan Negara II 24,Jakarta Pusat,16675,831–2022-02-01–2022-02-04–53–162
2022-02-04,Suplementory Official,Danny Tjiu,Jl Tebet Brt I/2,Jakarta Pusat,16429,965–2022-02-03–2022-02-04–65–297
2022-02-04,msmo,BEATRICE EL,Jl Kb Jeruk 10,Jakarta Selatan,17233,967–2022-02-02–2022-02-04–30–129
2022-02-04,Apotek Aulia Bekasi Utara,Bimo Pramudyo Soekarno,Jl Mutiara I 10,Jakarta Pusat,16667,1651–2022-02-02–2022-02-04–47–289
2022-02-04,Berkah Natural Bersama,David Kristian,Jl Gedeh 30-A,Sumatera Utara,15313,1287–2022-02-02–2022-02-04–81–266
2022-02-04,Wardah Official,Johan Soedibjo,Jl Probolinggo 5,Jakarta Barat,17273,973–2022-02-01–2022-02-04–118–251
2022-02-04,LUXEWARES,Elvina Jonas Jahja,Jl Kayu Putih 7 A 8 Pulo Gadung,Jakarta Pusat,17050,1121–2022-02-03–2022-02-04–94–19
2022-02-04,Everlasting Gift,Hioe Isenta and Ivy Lianawati,Jl Raya Alternatif Cibubur 23,Jakarta Pusat,17067,1123–2022-02-02–2022-02-04–110–91
2022-02-04,ETC.OriginalSupply,Bengt Carl Gustav Thornberg,Jl Arteri Mangga Dua Raya Pus Perdag Psr Pagi Mangga Dua Bl B/132,Jakarta Selatan,16702,1459–2022-02-02–2022-02-04–35–168
2022-02-04,GMF2015,Efendi Boedhiman,Jl Pejaten Brt 10 A,Jakarta Selatan,16965,1732–2022-02-02–2022-02-04–86–163
2022-02-04,Fath Knite,Darjoto Setyawan,Jl Stasiun 30 Kel Tanjung Gusta,Sumatera Utara,17130,1187–2022-02-01–2022-02-04–67–115
2022-02-04,Herbal Store Bharata,Evelyn Luciana Soeyapto,Jl Lodan Raya 1 Bl BE,Jakarta Pusat,15959,1596–2022-02-02–2022-02-04–100–294
2022-02-04,Sanjaya Stationary,David Alexander Yuwono,Jl Dr Cipto 48 A,Kota Solo,15318,926–2022-02-02–2022-02-04–80–106
2022-02-04,X-Urband Official,Emily Waty Setiawan,Jl Lautze 87,Jakarta Pusat,17176,1520–2022-02-01–2022-02-04–99–124
2022-02-04,Apotek Sehat Kota Batu,Betty Ang,Jl Kakap III 25,Jakarta Selatan,17260,865–2022-02-02–2022-02-04–45–290
2022-02-04,FZR3,Bintoro Wong,Jl Talang Ujung 40 D,Jakarta Pusat,15341,862–2022-02-03–2022-02-04–50–116
2022-02-04,Putra Jaya 88,Edy Susanto,Jl Gaperta Ujung 58,Sumatera Utara,16887,861–2022-02-01–2022-02-04–84–13
2022-02-04,TheStore Collection,Jenny Elisabeth RG,Jl P Tubagus Angke 11 K-L,Jakarta Barat,15906,1322–2022-02-03–2022-02-04–115–141
2022-02-04,OPI Official,Emi Sukiati Lasimon,Jl Letjen Haryono MT Kav 62 Wisma Korindo,Jakarta Pusat,16450,957–2022-02-01–2022-02-04–96–200
2022-02-04,Mother of Pearl by Tasya Farasya,Bobby Andhika,Jl Panti Asuhan 2,Jakarta Pusat,15502,1315–2022-02-02–2022-02-04–54–239
2022-02-04,Global Bangunan sukses,Dany Subrata,Jl Metro Permata Bl A-2/33,Jakarta Pusat,15640,1207–2022-02-03–2022-02-04–66–48
2022-02-04,Belanja Elektronik,Evie Raviana,Jl Tmn Duta Mas Bl B-4/2,Jakarta Pusat,15274,1013–2022-02-02–2022-02-04–105–8
2022-02-04,ESQA Cosmetics,Andre Abdi,Jl Mangga Besar XIII RT 12/02,Jakarta Selatan,15173,1418–2022-02-03–2022-02-04–19–230
2022-02-04,Apotek Rio Bekasi Selatan,Alvin Gozali,Jl Kopo Ruko Kopo Permai Bl 6 AR/17,Kota Bandung,16263,757–2022-02-01–2022-02-04–3–284
2022-02-04,Apotek Aulia Bekasi Utara,Beng Phiau,Jl Baskara Sari 92,Kota Pasuruan,17038,1690–2022-02-01–2022-02-04–34–289
2022-02-04,Moxie Inconspiracy,Muhammad Alatas,Jl Psr Blauran Baru C/3,Kota Pasuruan,16687,1284–2022-02-01–2022-02-04–127–136
2022-02-04,Focallure Official Store,Muhammad Aksa Mahmud,Jl Raya Semarang-Purwodadi Km 17 Semarang,Kota Solo,15494,1191–2022-02-03–2022-02-04–126–228
2022-02-04,Apotek Sami Sehat Delanggu,Christiana Niowni,Jl Peta 62,Kota Bandung,17147,845–2022-02-02–2022-02-04–64–306
2022-02-04,Wakata Living,Darmoseputro,Jl Asia Afrika Plaza Senayan,Jakarta Pusat,15472,1683–2022-02-02–2022-02-04–74–4
2022-02-04,Quantum Home Appliances,Ananda Soewono,Jl Gorontalo 9,Jakarta Utara,16147,1680–2022-02-01–2022-02-04–10–18
2022-02-04,UTAMA_ELECTRONIC,Bernadette Ruth Irawati,Jl Rempoa Raya 45,Jakarta Selatan,16145,1575–2022-02-03–2022-02-04–43–12
2022-02-04,Apotek Aulia Bekasi Utara,Bing Gondosubroto,Jl Prof Dr Latumeten 23,Jakarta Pusat,16339,1071–2022-02-02–2022-02-04–49–289
2022-02-05,Make Over Official Shop,Darwin Sutanto,Jl Cilincing Raya 43 A,Jakarta Pusat,17010,1338–2022-02-02–2022-02-05–78–224
2022-02-05,Toko obat palembang,Irwan Hermanto,Jl Albaido I 29-30,Jakarta Barat,15246,1446–2022-02-03–2022-02-05–113–267
2022-02-05,X-Urband Official,Christian Sugiarto,Jl Cikini Raya 90 Hias Rias Plaza,Jakarta Pusat,15190,1709–2022-02-03–2022-02-05–62–124
2022-02-05,lbagstore,Isenta Hioe,Jl Mandiri 9,Jakarta Barat,17224,763–2022-02-02–2022-02-05–114–10
2022-02-05,barenbliss Official Store,Evelyn Luciana Soeyapto,Jl Lodan Raya 1 Bl BE,Jakarta Pusat,15959,744–2022-02-03–2022-02-05–100–245
2022-02-05,Modejacloth,Eiffel Tedja,Jl Kwitang Raya 8 Ged Senatama,Jakarta Pusat,16366,920–2022-02-02–2022-02-05–89–137
2022-02-05,herbalaku,Bengt Carl Gustav Thornberg,Jl Arteri Mangga Dua Raya Pus Perdag Psr Pagi Mangga Dua Bl B/132,Jakarta Selatan,16702,1068–2022-02-02–2022-02-05–35–307
2022-02-05,Apotek Sehat Kota Batu,Andreas Andikha Bunanta,Jl Mampang Prapatan Raya 106 Plaza Basmar,Jakarta Selatan,16591,924–2022-02-02–2022-02-05–23–290
2022-02-05,Baseus Official Store,Andreas Andikha Bunanta,Jl Mampang Prapatan Raya 106 Plaza Basmar,Jakarta Selatan,16591,1514–2022-02-03–2022-02-05–23–65
2022-02-05,Grosir Kitchenware,Edy Kosasih,Jl Pd Kelapa Raya Bl BI-4 B-C RT 005/04 Pondok Kelapa,Jakarta Selatan,16647,1698–2022-02-04–2022-02-05–82–31
2022-02-05,NOSH,Ance Anggraeny,Jl Garuda Dlm I Bl B/47,Kota Bandung,16576,789–2022-02-03–2022-02-05–11–214
2022-02-05,GrosirPakaianRajut,Edy Susanto,Jl Gaperta Ujung 58,Sumatera Utara,16887,1243–2022-02-04–2022-02-05–84–186
2022-02-05,vesper,Aluinanto Sandjojo,Jl Inspeksi Saluran Kalimalang 9 A-B,Jakarta Pusat,16035,1231–2022-02-03–2022-02-05–2–21
2022-02-05,JIESUN_FASHION,Darwin Leo,Jl Cikini Raya 8,Jakarta Pusat,16509,729–2022-02-04–2022-02-05–75–198
2022-02-05,gotasa,Hiswara Natawindjaja,Jl Raya Cakung Cilincing Gud Inkopal,Jakarta Barat,17159,977–2022-02-03–2022-02-05–112–208
2022-02-05,DELTONS Official Store,Andang Bachtiar,Jl Kedoya Akasia V Bl B/6 RT 006/04,Jakarta Utara,15394,1669–2022-02-04–2022-02-05–12–94
2022-02-05,Wardah Official,BELLYANAWATY BUDIMAN,Jl Pangkalan,Jakarta Selatan,15508,1650–2022-02-03–2022-02-05–32–251
2022-02-05,Aisyah Herbalindo,Beata Ida Hartono,Jl Tj Batu 21 J/11,Kota Pasuruan,16975,1263–2022-02-04–2022-02-05–28–263
2022-02-05,Freestyle-Official,Ance Anggraeny,Jl Garuda Dlm I Bl B/47,Kota Bandung,16576,1460–2022-02-03–2022-02-05–11–119
2022-02-05,Zazah Queen,Evie Raviana,Jl Tmn Duta Mas Bl B-4/2,Jakarta Pusat,15274,1641–2022-02-04–2022-02-05–105–27
2022-02-05,MAP.Store,Darwin Leo,Jl Cikini Raya 8,Jakarta Pusat,16509,815–2022-02-03–2022-02-05–75–49
2022-02-05,PIO Label,Bob Yanuar,Jl Percetakan Negara II 24,Jakarta Pusat,16675,1640–2022-02-04–2022-02-05–53–216
2022-02-05,A2F_STORE,Darminto,Jl Sukanagara 21,Kota Bandung,16297,1120–2022-02-04–2022-02-05–71–213
2022-02-05,Ailive Store,Alvin Gozali,Jl Kopo Ruko Kopo Permai Bl 6 AR/17,Kota Bandung,16263,1205–2022-02-02–2022-02-05–3–29
2022-02-05,PANDA RETAIL SOLUTIONS,Elsa Djauhari,Jl Ngagel Tirtosari 19,Kota Pasuruan,16072,1724–2022-02-03–2022-02-05–92–60
2022-02-05,Twelve Hours Co.,Christian Parlaungan Mulyanto,Jl Cipaku I 43,Jakarta Pusat,16393,1723–2022-02-03–2022-02-05–60–295
2022-02-05,Apotek Rio Bekasi Selatan,Bernie Prajoga,Jl Casa 2,Kota Bandung,16858,1280–2022-02-02–2022-02-05–44–284
2022-02-05,StreetWearSupply,Bobby Iman Satrio,Jl Kom L Yos Sudarso 27,Jakarta Pusat,15391,1281–2022-02-04–2022-02-05–55–138
2022-02-05,Tissor Official,Johan T. Gilbert,Jl Pluit Mas Raya VI A Bl G/9,Jakarta Barat,16577,1008–2022-02-02–2022-02-05–119–62
2022-02-05,L'Oreal Paris Official Store,BEATRICE EL,Jl Kb Jeruk 10,Jakarta Selatan,17233,1420–2022-02-02–2022-02-05–30–242
2022-02-05,Bizmarts,Bernadette Ruth Irawati,Jl Rempoa Raya 45,Jakarta Selatan,16145,1617–2022-02-04–2022-02-05–43–280
2022-02-05,Aksesmandiri.ID,Darwin Leo,Jl Cikini Raya 8,Jakarta Pusat,16509,1612–2022-02-04–2022-02-05–75–77
2022-02-05,Wardah Official,Muhammad Agus,Jl Balai Rakyat 3 RT 001/01,Jakarta Selatan,16710,854–2022-02-03–2022-02-05–125–251
2022-02-05,Tokosebelah2021,Andre Johannes Mamuaya,Jl Arjuna III/15,Jakarta Selatan,15636,1367–2022-02-04–2022-02-05–20–160
2022-02-05,KoboiTech,Amaluddin Djambak,Jl Raya Kosambi 8,Jakarta Barat,15683,1203–2022-02-03–2022-02-05–8–74
2022-02-05,FZR3,Christian Sandy Rachmat,Jl Tmn Surya,Jakarta Pusat,15476,1286–2022-02-03–2022-02-05–61–116
2022-02-05,MPS Bigsize,Hiswara Natawindjaja,Jl Raya Cakung Cilincing Gud Inkopal,Jakarta Barat,17159,1587–2022-02-04–2022-02-05–112–221
2022-02-05,anjarisshop,Beata Ida Hartono,Jl Tj Batu 21 J/11,Kota Pasuruan,16975,1093–2022-02-03–2022-02-05–28–177
2022-02-05,Make Over Official Shop,David Alexander Yuwono,Jl Dr Cipto 48 A,Kota Solo,15318,1580–2022-02-02–2022-02-05–80–224
2022-02-05,Rumix,Elvira Pudjiwati,Jl Raya Pasar Minggu Bl B/12,Jakarta Pusat,16563,1092–2022-02-03–2022-02-05–95–63
2022-02-05,j--fashion,Andre Johannes Mamuaya,Jl Arjuna III/15,Jakarta Selatan,15636,1348–2022-02-04–2022-02-05–20–217
